level	number	indep(index, 1)	PAE_contours_p[0, 0, ::]
1.65915564740925660E1	1	27	3.83556633362752700E-1 / -1.12214765429235590E2
1.65915564740925660E1	1	28	3.90423466113480360E-1 / -1.07945882252786520E2
1.65915564740925660E1	1	29	3.99900191698168990E-1 / -1.02740611080552920E2
1.65915564740925660E1	1	30	4.04042772487278690E-1 / -1.00600427020064260E2
1.65915564740925660E1	1	31	4.18143690338087380E-1 / -9.42622980117386430E1
1.65915564740925660E1	1	32	4.29681092220362880E-1 / -9.00000000000000000E1
1.65915564740925660E1	1	33	4.37891660179318350E-1 / -8.70118921138810640E1
1.65915564740925660E1	1	34	4.55027518135469130E-1 / -8.17064561968309460E1
1.65915564740925660E1	1	35	4.58479726373445650E-1 / -8.05185730879392560E1
1.65915564740925660E1	1	36	4.79754246443652300E-1 / -7.46194780899691600E1
1.65915564740925660E1	1	37	4.80184078433582860E-1 / -7.44638840754354980E1
1.65915564740925660E1	1	38	4.87208617410307100E-1 / -7.23545549270768800E1
1.65915564740925660E1	1	39	5.02940402322995260E-1 / -6.82248346376881010E1
1.65915564740925660E1	1	40	5.03439076394647070E-1 / -6.81266557261657370E1
1.65915564740925660E1	1	41	5.29054777711763970E-1 / -6.15578820540778350E1
1.65915564740925660E1	1	42	5.29238418260788900E-1 / -6.15278895982303810E1
1.65915564740925660E1	1	43	5.31721552714769970E-1 / -6.08296620120516880E1
1.65915564740925660E1	1	44	5.57152145716065390E-1 / -5.39054556969669640E1
1.65915564740925660E1	1	45	5.72709360482993190E-1 / -4.74334335666429130E1
1.65915564740925660E1	1	46	5.97183426907974900E-1 / -4.16551450729018850E1

level	number	indep(index, 1)	Pdel_contours_p[3, 0, ::]
1.75915564740925670E1	1	0	5.93164723177922240E-1 / 1.10070389140598410E2
1.75915564740925670E1	1	1	5.84567437347519280E-1 / 1.10982128921266130E2
1.75915564740925670E1	1	2	5.76932974430742180E-1 / 1.12209338643618860E2
1.75915564740925670E1	1	3	5.61282175184889190E-1 / 1.14354159230810070E2
1.75915564740925670E1	1	4	5.35093375314141720E-1 / 1.19810734682496280E2
1.75915564740925670E1	1	5	5.27514072291613450E-1 / 1.20822581943660490E2
1.75915564740925670E1	1	6	5.02288030199214840E-1 / 1.24960708701328780E2
1.75915564740925670E1	1	7	4.85706726031540190E-1 / 1.28038582137962350E2
1.75915564740925670E1	1	8	4.79888257977980540E-1 / 1.29286474634281530E2
1.75915564740925670E1	1	9	4.41738213790638220E-1 / 1.35785706483703490E2
1.75915564740925670E1	1	10	4.26021780818731170E-1 / 1.39164454397764190E2
1.75915564740925670E1	1	11	3.98142800045879990E-1 / 1.44480412115997070E2
1.75915564740925670E1	1	12	3.74047478058156410E-1 / 1.50231339910838900E2
1.75915564740925670E1	1	13	3.56881213596003780E-1 / 1.54217586725178670E2
1.75915564740925670E1	1	14	3.25672425864652750E-1 / 1.63433717519038950E2
1.75915564740925670E1	1	15	3.19775996627203000E-1 / 1.65268577903948930E2
1.75915564740925670E1	1	16	3.01531497110591350E-1 / 1.71579968242280900E2
1.75915564740925670E1	1	17	2.87718099935337030E-1 / 1.77741392818877260E2
1.75915564740925670E1	1	18	2.83007388476895950E-1 / 1.80000000000000000E2
1.75915564740925670E1	1	19	2.62164363528918190E-1 / -1.68025509435274460E2
1.75915564740925670E1	1	20	2.52512158283989590E-1 / -1.58424104906699490E2
1.75915564740925670E1	1	21	2.48327188269370590E-1 / -1.52129715859577260E2
1.75915564740925670E1	1	22	2.45421185122431810E-1 / -1.41809185025379890E2
1.75915564740925670E1	1	23	2.46228638508123330E-1 / -1.35771003432164370E2
1.75915564740925670E1	1	24	2.47327126869371660E-1 / -1.31332882759718620E2
1.75915564740925670E1	1	25	2.54443882015946700E-1 / -1.19737372583147140E2
1.75915564740925670E1	1	26	2.66558060226205560E-1 / -1.09852848516683420E2
1.75915564740925670E1	1	27	2.73179208044518740E-1 / -1.05662509505191320E2
1.75915564740925670E1	1	28	2.83019708902549500E-1 / -1.00171753701675440E2
1.75915564740925670E1	1	29	2.98646153895264450E-1 / -9.31841806625685010E1
1.75915564740925670E1	1	30	3.06729062065056950E-1 / -9.00000000000000180E1
1.75915564740925670E1	1	31	3.27978627641180290E-1 / -8.22353248300808380E1
1.75915564740925670E1	1	32	3.48892085776209980E-1 / -7.64020481535867010E1
1.75915564740925670E1	1	33	3.61012590471441900E-1 / -7.28036449046662160E1
1.75915564740925670E1	1	34	3.91200983478875400E-1 / -6.58240388609536530E1
1.75915564740925670E1	1	35	3.97217884401113700E-1 / -6.40737953514193050E1
1.75915564740925670E1	1	36	4.32950103438421510E-1 / -5.64969196087707640E1
1.75915564740925670E1	1	37	4.38234351053262380E-1 / -5.47577659020266070E1
1.75915564740925670E1	1	38	4.75248871955411190E-1 / -4.69081759421787400E1
1.75915564740925670E1	1	39	5.05377247455017380E-1 / -3.78714808416665690E1
1.75915564740925670E1	1	40	5.24718222536155830E-1 / -3.41830430495778040E1
1.75915564740925670E1	1	41	5.33676245537987090E-1 / -3.14655503729783170E1
1.75915564740925670E1	1	42	5.37232981688183650E-1 / -2.86868963052496140E1
1.75915564740925670E1	1	43	5.65397653248834860E-1 / -1.91757351450910680E1
1.75915564740925670E1	1	44	5.80504953145474540E-1 / -1.10286264539557210E1
1.75915564740925670E1	1	45	5.87447759343333510E-1 / -9.09481827762717470E0
1.75915564740925670E1	1	46	5.98727947994706610E-1 / -2.02259429171314320E0

level	number	indep(index, 1)	Pdel_contours_p[4, 0, ::]
1.85915564740925680E1	1	0	5.63326502144814970E-1 / 9.84972400328535610E1
1.85915564740925680E1	1	1	5.48384251511184400E-1 / 1.00043024255038330E2
1.85915564740925680E1	1	2	4.89231640472537070E-1 / 1.08375665047222960E2
1.85915564740925680E1	1	3	4.60503635223186340E-1 / 1.11483018885002720E2
1.85915564740925680E1	1	4	4.18194306995119010E-1 / 1.17355538465900680E2
1.85915564740925680E1	1	5	3.90237330761392530E-1 / 1.20598082655516170E2
1.85915564740925680E1	1	6	3.47646716148715740E-1 / 1.26744994232157220E2
1.85915564740925680E1	1	7	3.26809288652595910E-1 / 1.29500253474457840E2
1.85915564740925680E1	1	8	2.76622711683556450E-1 / 1.37827641872079370E2
1.85915564740925680E1	1	9	2.67707680860805830E-1 / 1.39335308605963440E2
1.85915564740925680E1	1	10	2.36401472590820740E-1 / 1.45253846725718860E2
1.85915564740925680E1	1	11	2.12929798180146120E-1 / 1.51051921405040490E2
1.85915564740925680E1	1	12	2.05259875654030740E-1 / 1.53102988951749500E2
1.85915564740925680E1	1	13	1.63337660099218130E-1 / 1.66662199741787730E2
1.85915564740925680E1	1	14	1.39316682617540800E-1 / 1.80000000000000000E2
1.85915564740925680E1	1	15	1.26952154427180750E-1 / -1.69310165490322850E2
1.85915564740925680E1	1	16	1.15338673390538070E-1 / -1.49361475732523320E2
1.85915564740925680E1	1	17	1.14315443731614970E-1 / -1.36774649210578980E2
1.85915564740925680E1	1	18	1.15977487982544570E-1 / -1.26807974350432410E2
1.85915564740925680E1	1	19	1.30727889936627960E-1 / -1.05136863757834530E2
1.85915564740925680E1	1	20	1.53914249753745570E-1 / -9.00000000000000180E1
1.85915564740925680E1	1	21	1.68166753840586880E-1 / -8.31934492537440560E1
1.85915564740925680E1	1	22	1.93015617606013800E-1 / -7.41903930187859830E1
1.85915564740925680E1	1	23	2.15673223046461350E-1 / -6.81464192906637840E1
1.85915564740925680E1	1	24	2.26540519119327040E-1 / -6.55832943570762160E1
1.85915564740925680E1	1	25	2.68193405035169530E-1 / -5.58752857773529590E1
1.85915564740925680E1	1	26	2.95071789846315460E-1 / -5.14602755901835880E1
1.85915564740925680E1	1	27	3.27892857069782330E-1 / -4.45458230896976650E1
1.85915564740925680E1	1	28	3.59862120377534240E-1 / -4.00031024677507490E1
1.85915564740925680E1	1	29	4.14777400160768120E-1 / -2.86777545757019150E1
1.85915564740925680E1	1	30	4.25085074786545910E-1 / -2.72868946105072260E1
1.85915564740925680E1	1	31	4.31972681075332330E-1 / -2.54625700225588640E1
1.85915564740925680E1	1	32	4.41038390450956360E-1 / -2.14096790727085700E1
1.85915564740925680E1	1	33	4.80290705703668590E-1 / -1.11474922489475810E1
1.85915564740925680E1	1	34	4.98989526449276610E-1 / -4.42273728140352770E0
1.85915564740925680E1	1	35	5.10009052398995170E-1 / 0.00000000000000000E0
1.85915564740925680E1	1	36	5.10814259398637380E-1 / 1.20159017211806800E0
1.85915564740925680E1	1	37	5.28262731477739320E-1 / 1.01239555094745140E1
1.85915564740925680E1	1	38	5.31001713662075490E-1 / 1.31563335913859230E1
1.85915564740925680E1	1	39	5.44268270338273120E-1 / 1.99511159527692490E1
1.85915564740925680E1	1	40	5.49377852721514070E-1 / 2.44011242237287850E1
1.85915564740925680E1	1	41	5.60193511295366790E-1 / 2.98200201104408170E1
1.85915564740925680E1	1	42	5.69344098861078600E-1 / 3.60762298830049220E1
1.85915564740925680E1	1	43	5.77745083208243580E-1 / 4.00079221085487370E1
1.85915564740925680E1	1	44	5.98529152523708330E-1 / 5.05457768111818420E1
1.85915564740925680E1	1	45	5.99166497591768450E-1 / 5.07946956086751470E1
1.85915564740925680E1	1	46	5.99256451371424070E-1 / 5.11714298904901990E1

level	number	indep(index, 1)	Pdel_contours_p[5, 0, ::]
1.95915564740925660E1	1	0	4.81658295579379910E-1 / 9.00000000000000000E1
1.95915564740925660E1	1	1	4.64593474765715890E-1 / 9.20856022164135450E1
1.95915564740925660E1	1	2	4.19874768266130260E-1 / 9.53439443298960930E1
1.95915564740925660E1	1	3	3.76527378399881970E-1 / 9.94398467936666460E1
1.95915564740925660E1	1	4	3.04638222133166490E-1 / 1.03655287268454340E2
1.95915564740925660E1	1	5	2.88222348125419710E-1 / 1.04868854009774330E2
1.95915564740925660E1	1	6	2.24258928252767740E-1 / 1.07033329112594510E2
1.95915564740925660E1	1	7	1.95323676121120030E-1 / 1.08046994814628090E2
1.95915564740925660E1	1	8	1.50231486978794800E-1 / 1.07484472882818970E2
1.95915564740925660E1	1	9	9.55367652558046030E-2 / 1.03602211325561670E2
1.95915564740925660E1	1	10	8.06699613177930530E-2 / 1.00390478064555170E2
1.95915564740925660E1	1	11	5.86532461211974350E-2 / 8.99999999999999820E1
1.95915564740925660E1	1	12	3.89381217449748980E-2 / 4.32253507894210460E1
1.95915564740925660E1	1	13	5.48450078022190010E-2 / 0.00000000000000000E0
1.95915564740925660E1	1	14	8.09561422739635180E-2 / -1.43159758093070360E1
1.95915564740925660E1	1	15	1.05709081659773310E-1 / -1.96738525905222290E1
1.95915564740925660E1	1	16	1.52274019243951300E-1 / -2.00809094778611820E1
1.95915564740925660E1	1	17	2.11311207410552490E-1 / -2.03745548461021910E1
1.95915564740925660E1	1	18	2.34315880365388950E-1 / -1.71181557541583150E1
1.95915564740925660E1	1	19	3.03841713527983390E-1 / -1.16161604949256650E1
1.95915564740925660E1	1	20	3.66617479881526800E-1 / 0.00000000000000000E0
1.95915564740925660E1	1	21	4.00734270174441760E-1 / 7.53714873560159230E0
1.95915564740925660E1	1	22	4.18781570706926410E-1 / 1.28107635045540790E1
1.95915564740925660E1	1	23	4.21728680974757970E-1 / 1.47628214897784240E1
1.95915564740925660E1	1	24	4.49598171697973910E-1 / 2.43976615935056310E1
1.95915564740925660E1	1	25	4.56420230720419170E-1 / 2.84026880880608790E1
1.95915564740925660E1	1	26	4.77226254928497260E-1 / 3.57133426199038210E1
1.95915564740925660E1	1	27	4.86290463462411540E-1 / 4.05121101465206660E1
1.95915564740925660E1	1	28	5.04976375091867700E-1 / 4.73525717764762890E1
1.95915564740925660E1	1	29	5.15315226844753040E-1 / 5.22977952770761960E1
1.95915564740925660E1	1	30	5.35344550217959010E-1 / 6.01423801377742340E1
1.95915564740925660E1	1	31	5.40794693576897160E-1 / 6.39266907649844280E1
1.95915564740925660E1	1	32	5.40887517640438190E-1 / 6.60798243010411120E1
1.95915564740925660E1	1	33	5.50130806265314390E-1 / 7.28082806730929200E1
1.95915564740925660E1	1	34	5.46979152719517800E-1 / 7.58081188770135390E1
1.95915564740925660E1	1	35	5.46351468941639770E-1 / 7.78323730622685340E1
1.95915564740925660E1	1	36	5.38358179153008100E-1 / 8.04812038084769730E1
1.95915564740925660E1	1	37	5.30716882710844650E-1 / 8.23576938305319220E1
1.95915564740925660E1	1	38	5.19044820297556610E-1 / 8.46364597289649370E1
1.95915564740925660E1	1	39	4.88716531094857840E-1 / 8.88596276771563790E1
1.95915564740925660E1	1	40	4.81658295579379910E-1 / 9.00000000000000000E1

level	number	indep(index, 1)	Pdel_contours_p[6, 0, ::]
2.05915564740925650E1	1	0	3.35161925109009930E-1 / 5.83937584848016660E1
2.05915564740925650E1	1	1	3.26883583146592030E-1 / 5.84521809683123910E1
2.05915564740925650E1	1	2	3.24750229372956100E-1 / 5.76989746647002470E1
2.05915564740925650E1	1	3	3.18783416571943650E-1 / 5.57883424749600910E1
2.05915564740925650E1	1	4	3.32695345869862710E-1 / 5.68578638431663740E1
2.05915564740925650E1	1	5	3.33742838085187370E-1 / 5.75514257327912300E1
2.05915564740925650E1	1	6	3.35161925109009930E-1 / 5.83937584848016660E1


